num_instances,team_name,workspace_name,file_name
9,<Drafts>,,File not visible
9,ZZArchive - Goal Based Shopping,03. Lounge,File not visible
9,Fulfillment – WMS,05. Fulfillment,Collect & Match
10,<Drafts>,,File not visible
10,8. CFA - Overarching,03. Lounge,Mylounge - USP
10,<Drafts>,,File not visible
10,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Partner onboarding portal
10,<Drafts>,,File not visible
10,1_CXP_All,02. DXC,Apology Discount CW
10,<Drafts>,,File not visible
10,Partner Tech - Tech & Data Foundation,04. Zalando Partner,CuCa chargeback
10,<Drafts>,,File not visible
10,TRADEBYTE,04. Zalando Partner,TB.360 - Components Library
10,3_ZDS,02. DXC,🚀 update panel title size
10,1_FPX,02. DXC,App Download link
10,<Drafts>,,File not visible
10,3_Sustainability,02. DXC,ZMS Text
10,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Zalevala Lab
10,8_Style Advice - Zalon,Workspace not visible,[Zalon Archive] User Side - Messaging Feature - Privacy Improvements
10,<Drafts>,,File not visible
10,1_CXP_Outfits,02. DXC,Get the look Label (App)
10,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,[Archive] High Return Rate Workfile
10,<Drafts>,,File not visible
10,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,💥CR_StarterFile
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,3_Sustainability,02. DXC,[Archive] Cecilie flag/highlight
10,<Drafts>,,File not visible
10,3_BD_Campaign design,02. DXC,TikTokLive_Beauty_Feedback
10,Fulfillment – WMS,05. Fulfillment,Commission Overview
10,3_BD_Campaign design,02. DXC,Design Team Minisite / Elements
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Merchant Cockpit (Internal Tool)
10,7_Developer Productivity,07. Other Units/Initiatives,Filter & Table
10,Partner Tech - Tech & Data Foundation,04. Zalando Partner,PML Sharefile
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,6_Zeos,06. ZEOS,File not visible
10,3_BD_Corporate Design,02. DXC,OFM x Brand ID sprint
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,7_Developer Productivity,07. Other Units/Initiatives,Header
10,6_Zeos,06. ZEOS,File not visible
10,<Drafts>,,File not visible
10,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,❖ CR Starter File: Styles/Components
10,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Articles - Assortment Internationalisation - Detailed Concept
10,TRADEBYTE,04. Zalando Partner,Error & Empty Pages [MFI]
10,<Drafts>,,File not visible
10,3_D&I,02. DXC,Exploration Branch
10,<Drafts>,,Para Madi
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,4. Decide,03. Lounge,File not visible
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
10,<Drafts>,,File not visible
11,3_The Studio,02. DXC,Zalon - Style Program
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,2. Activate,03. Lounge,Mitigate User Anxiety on new SSO UI
11,3. Discover,03. Lounge,Top Picks for You M1.1: Explorations & Specs
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,7_Developer Productivity,07. Other Units/Initiatives,Deployment Policy communication
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,2. Activate,03. Lounge,App Tracking Transparency (ATT) Lounge
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,CXM Cockpit – Exceptions
11,2_Size & Fit,02. DXC,Zalando Measure - Prototype 2
11,<Drafts>,,File not visible
11,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Starter Kit
11,3_BD_Campaign design,02. DXC,EarthDay22_Toolkit
11,Zalando Lounge - S&S Tech,03. Lounge,2022 Q1 Campaign Planning Revamp visioning (Copy)
11,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Stores Overview
11,<Drafts>,,File not visible
11,2_Size & Fit,02. DXC,S1 Design Concepts for Testing
11,3_Sustainability,02. DXC,Ideation: Sustainability icon
11,<Drafts>,,File not visible
11,Partner Tech_z - Retail Operations (reference),04. Zalando Partner,Streamline SN clarification
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,[Exploration] Next Component Playground
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,2_Size & Fit,02. DXC,1_Size & Fit Lobby
11,Partner Tech - Articles,04. Zalando Partner,Articles Experience Vision - Unified Ingestion - Target 2025 (Copy)
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
11,Partner Tech - Tech & Data Foundation,04. Zalando Partner,Internal communication management tool
11,8. CFA - Overarching,03. Lounge,Color exploration
11,<Drafts>,,File not visible
11,5. Convert,03. Lounge,Quick win | Delivery promise format in PDP & Checkout
11,<Drafts>,,File not visible
11,<Drafts>,,File not visible
12,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,🔀Patterns & Flows
12,<Drafts>,,File not visible
12,1_Transactions,02. DXC,FDBE - Gifts
12,4. Decide,03. Lounge,🖍 Explorations
12,CRM_Lounge,03. Lounge,Reco banner
12,3_The Studio,02. DXC,[ WORKSHOP ]  —  JTBD (Jobs to be done)
12,<Drafts>,,File not visible
12,Partner Tech - Tech & Data Foundation,04. Zalando Partner,"Prototypes: OnePortal M2 - Prot. I, Nov 2023"
12,3_The Studio,02. DXC,Zalon - Style Sessions
12,<Drafts>,,File not visible
12,4. Decide,03. Lounge,2607 / Filters (2020)
12,2_Plus Membership (Phasing out),02. DXC,Launch Stories
12,<Drafts>,,File not visible
12,<Drafts>,,File not visible
12,<Drafts>,,File not visible
12,Partner Tech - Tech & Data Foundation,04. Zalando Partner,[DRAFT] Ecosystem outlook for ZEOS
12,<Drafts>,,File not visible
12,ZMS PI&D Team,04. Zalando Partner,Design Critique | 12.01.23 | Incentives Experience
12,<Drafts>,,File not visible
12,1_CXP_All,02. DXC,Editor Studio Design File
12,Team not visible,,File not visible
12,6_Zeos,06. ZEOS,🔮Layout exploration
12,2. Activate,03. Lounge,Improve Steering Voucher Redemption Performance
12,Fulfillment – WMS,05. Fulfillment,Pick
12,1_PRSB,02. DXC,Lokalise Tests
12,Partner Tech_z - Retail Operations (reference),04. Zalando Partner,Supplier Onboarding
12,<Drafts>,,File not visible
12,2. Activate,03. Lounge,File not visible
12,<Drafts>,,File not visible
12,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,📊  New and Repeat Customers
12,<Drafts>,,File not visible
12,Fulfillment - Transportation,05. Fulfillment,First Mile
12,<Drafts>,,File not visible
12,Partner Tech,04. Zalando Partner,Audit - Pagination
12,<Drafts>,,File not visible
12,<Drafts>,,File not visible
12,<Drafts>,,File not visible
12,ZMS PI&D Team,04. Zalando Partner,Design Critique | CF Campaign Reports
12,3_BD_Campaign design,02. DXC,April_Newsletter
12,ZMS PI&D Team,04. Zalando Partner,Workshop Pain points automatic steering
12,<Drafts>,,File not visible
12,Collabary,04. Zalando Partner,Influencer profile (web app)
12,<Drafts>,,File not visible
12,<Drafts>,,File not visible
12,<Drafts>,,File not visible
12,3_The Studio,02. DXC,Zalon - Style Experience
12,<Drafts>,,File not visible
12,5. Convert,03. Lounge,PCO Mitigation in PL
12,<Drafts>,,File not visible
12,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,Market share widget
12,<Drafts>,,File not visible
12,<Drafts>,,File not visible
12,<Drafts>,,File not visible
12,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Log in & Registration
12,<Drafts>,,File not visible
12,<Drafts>,,File not visible
12,<Drafts>,,File not visible
12,3_ZDS,02. DXC,Diversity Guild Branding Explorations
13,Partner Communications,04. Zalando Partner,Barcelona Fashion Summit
13,2. Activate,03. Lounge,UAE M3 - Email Verification [Lounge]
13,7_ZMS Creative,02. DXC,File not visible
13,7_ZMS Creative,02. DXC,File not visible
13,3_Design Ops,02. DXC,Design Community- Template for Diplomas
13,<Drafts>,,File not visible
13,<Drafts>,,File not visible
13,1_PRSB,02. DXC,CDA - User journey and mapping.
13,<Drafts>,,File not visible
13,1_CXP_All,02. DXC,Label Showstopper
13,1_Transactions,02. DXC,GC Native in the App - v1
13,Partner Tech,04. Zalando Partner,File not visible
13,7_ZMS Creative,02. DXC,File not visible
13,8_Style Advice - Zalon,Workspace not visible,[Zalon Archive] Stylist Side - WS1 - Sunsetting Zalon Shopper
13,<Drafts>,,File not visible
13,<Drafts>,,File not visible
13,3. Discover,03. Lounge,TP4U Ideation Session: Desktop Designs
13,<Drafts>,,zAnnotation - Figma Plugin
13,6_Zeos,06. ZEOS,File not visible
13,1_CXP_All,02. DXC,Campaigns Collections - Exp. Collections Workshop - Collection Carousel
13,8_Style Advice - Zalon,Workspace not visible,[Zalon Archive] Stylist Side - NPSideas_01_Free Text
13,3_ZDS,02. DXC,Colour Snap: Sales Red
13,7_ZMS Creative,02. DXC,File not visible
13,<Drafts>,,File not visible
13,8. CFA - Overarching,03. Lounge,Navigation & IA Design Sprint June 2023 (Copy)
13,<Drafts>,,File not visible
13,<Drafts>,,File not visible
13,<Drafts>,,File not visible
13,<Drafts>,,App splash screen
13,8_Style Advice - Zalon,Workspace not visible,[Zalon Archive] Stylist Side - Suggestions for Shopper Refactoring
13,<Drafts>,,File not visible
13,<Drafts>,,File not visible
13,Partner Tech - Tech & Data Foundation,04. Zalando Partner,File not visible
13,<Drafts>,,ZRS_Return Slips
13,3_ZDS,02. DXC,Exploration: Pagination
13,<Drafts>,,File not visible
13,<Drafts>,,File not visible
13,<Drafts>,,File not visible
13,Team not visible,,File not visible
13,<Drafts>,,File not visible
13,Fulfillment – WMS,05. Fulfillment,Smart Stow
13,<Drafts>,,File not visible
13,Fulfillment - FFC,05. Fulfillment,Carrier Injection Hub Capacities notifications
13,1_CXP_All,02. DXC,Mockup New In
13,<Drafts>,,File not visible
13,3_ZDS,02. DXC,🚀 [FEATURE] Dark mode
13,<Drafts>,,File not visible
13,3_BD_Identity,02. DXC,File not visible
13,<Drafts>,,File not visible
13,<Drafts>,,File not visible
13,Zalando Lounge - S&S Tech,03. Lounge,2022 Q1 Campaign Planning Revamp visioning
13,<Drafts>,,File not visible
13,<Drafts>,,File not visible
13,<Drafts>,,File not visible
13,3_ZDS,02. DXC,Illustration kit
13,<Drafts>,,File not visible
13,7_ZMS Creative,02. DXC,File not visible
13,<Drafts>,,File not visible
13,<Drafts>,,File not visible
13,Partner Tech,04. Zalando Partner,File not visible
13,7. LUX,03. Lounge,Northstar Explorations - LUX
14,3_BD_Campaign design,02. DXC,Streetwear22_App Store Assets
14,8. CFA - Overarching,03. Lounge,Design Sprint / MyLounge - Design Discovery
14,<Drafts>,,File not visible
14,3_BD_Campaign design,02. DXC,MSS AW22 - PA GUIDE
14,6_Zeos,06. ZEOS,File not visible
14,2. Activate,03. Lounge,2-factor email authentication
14,<Drafts>,,File not visible
14,6_Zeos,06. ZEOS,File not visible
14,<Drafts>,,File not visible
14,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,[Buckle] Starter Kit
14,<Drafts>,,File not visible
14,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Picklist 2.0 UR Synthesis
14,Partner Tech - Tech & Data Foundation,04. Zalando Partner,Partner Integration
14,<Drafts>,,File not visible
14,Partner Tech - Tech & Data Foundation,04. Zalando Partner,[Deprecated] OnePortal M2 IA - Implementation Phases
14,<Drafts>,,File not visible
14,Partner Tech - Assortment & Inbound,04. Zalando Partner,Safety
14,Partner Tech - Tech & Data Foundation,04. Zalando Partner,Direct Data Sharing - onboarding
14,7. LUX,03. Lounge,Competitor colours
14,<Drafts>,,File not visible
14,<Drafts>,,File not visible
14,<Drafts>,,File not visible
14,<Drafts>,,File not visible
14,<Drafts>,,File not visible
14,3_BD_Campaign design,02. DXC,Sales Toolkit - PA-GUIDE
14,Partner Tech - Tech & Data Foundation,04. Zalando Partner,Design System Comparison
14,<Drafts>,,File not visible
14,7_Developer Productivity,07. Other Units/Initiatives,API Linter (Zally)
14,1_CXP_All,02. DXC,CPC Tester
14,<Drafts>,,File not visible
14,1_CXP_All,02. DXC,End of Season Sale 2020 - Ideas pre-Label release
14,TRADEBYTE,04. Zalando Partner,File not visible
14,<Drafts>,,File not visible
14,<Drafts>,,File not visible
14,3. Discover,03. Lounge,[GBS] Ideation - Reduce the Confusion
14,3. Discover,03. Lounge,File not visible
14,1_PRSB,02. DXC,Retrospective CDA M1
14,3_BD_Campaign design,02. DXC,EOSS AW22 - PA GUIDE
14,6_Zeos,06. ZEOS,File not visible
14,3_BD_Campaign design,02. DXC,File not visible
14,Partner Tech - Tech & Data Foundation,04. Zalando Partner,Marketing Copy & Content Workfile
14,<Drafts>,,File not visible
14,<Drafts>,,File not visible
14,3_BD_Campaign design,02. DXC,MSS SS25 - PA-GUIDE
14,<Drafts>,,File not visible
14,3_BD_Campaign design,02. DXC,EOSS SS25 - PA-GUIDE
14,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,Fulfillment - FFC,05. Fulfillment,VN - Configurations - Profile Approval Flow
15,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,8_Recommerce (Archive),Workspace not visible,Recycle | Customer Communication
15,Partner Tech_z - Retail Operations (reference),04. Zalando Partner,Profitability in PRISM
15,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,2. Activate,03. Lounge,Improve Voucher Experience in Lounge
15,Team not visible,,File not visible
15,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,1_PRSB,02. DXC,Launch Stories - SSO
15,ZMS Landing page,04. Zalando Partner,Adidas Ready
15,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Time-based search & date picker
15,<Drafts>,,File not visible
15,Partner Communications,04. Zalando Partner,Connected Network Comm. Campaign Assets
15,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Managed Campaign Reports / Brand Campaigns (CF)
15,1_FPX,02. DXC,SHARE VERSION - Presentation for Designer
15,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,[ORDER EXPERIENCE] Error messages - Workfile
15,ZMS PI&D Team,04. Zalando Partner,Compass | Vision & Strategy
15,Team not visible,,File not visible
15,2. Activate,03. Lounge,Prominent Registration Button on FAQ
15,<Drafts>,,File not visible
15,6. Grow,03. Lounge,Plus at Lounge M2: User flow
15,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,1_PRSB,02. DXC,File not visible
15,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,<Drafts>,,File not visible
15,Team not visible,,File not visible
15,6_Zeos,06. ZEOS,File not visible
16,Fulfillment - Transportation,05. Fulfillment,Shared Components
16,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,PXM
16,2. Activate,03. Lounge,Lounge UI Deprecation
16,3_ZDS,02. DXC,Exploration (App) top bar headline + link
16,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,Delivery process & documentation
16,3_ZDS,02. DXC,Label: Colour Snapping v2
16,<Drafts>,,File not visible
16,<Drafts>,,File not visible
16,6_Zeos,06. ZEOS,File not visible
16,3_ZDS,02. DXC,🚀[FEATURE] Refactor themes + Dark mode
16,<Drafts>,,File not visible
16,<Drafts>,,File not visible
16,<Drafts>,,File not visible
16,<Drafts>,,File not visible
16,<Drafts>,,File not visible
16,<Drafts>,,File not visible
16,Team not visible,,File not visible
16,1_Payments Solutions (ZPS),02. DXC,00_Payment Gateway Starter File Shaker
16,<Drafts>,,🧪 Themes Playground - public
16,Partner Tech - Assortment & Inbound,04. Zalando Partner,File not visible
16,Team not visible,,File not visible
16,7_Content Solutions,07. Other Units/Initiatives,Job map
16,1_PRSB,02. DXC,WIP future vision za
16,2. Activate,03. Lounge,Improve registration button visibility on Homepage
16,TRADEBYTE,04. Zalando Partner,MFI Experiments
16,6_Zeos,06. ZEOS,File not visible
16,Fulfillment - Transportation,05. Fulfillment,Yard & Dock Explorations 2023
16,3_BD_Campaign design,02. DXC,Newsletter Mockup - Classic
16,<Drafts>,,File not visible
16,<Drafts>,,File not visible
16,Partner Communications,04. Zalando Partner,LinkedIn Assets
16,<Drafts>,,File not visible
16,<Drafts>,,File not visible
16,<Drafts>,,File not visible
16,3_ZDS,02. DXC,Exploration: Switches
16,3_BD_Performance design,02. DXC,2023 DPA Sprint_Template
16,3_BD_Campaign design,02. DXC,2021_Homepage_DE Mens campaign
16,3_ZDS,02. DXC,Icon Button - Video Control Overlay
16,3_D&I,02. DXC,[Accessibility] Skip Links
16,Design Lobby,01. Design Lobby,01 - Zalando ways of working in Figma
16,<Drafts>,,File not visible
16,ZMS PI&D Team,04. Zalando Partner,PE | Campaign Structure [Discovery]
16,Fulfillment – WMS,05. Fulfillment,Workflow Monitor
16,<Drafts>,,File not visible
16,<Drafts>,,File not visible
16,2. Activate,03. Lounge,Homepage to order success
16,<Drafts>,,File not visible
17,<Drafts>,,File not visible
17,Team not visible,,File not visible
17,<Drafts>,,File not visible
17,7. LUX,03. Lounge,Onboarding to LUX
17,<Drafts>,,File not visible
17,8_Recommerce (Archive),Workspace not visible,Zircle - key views
17,1_PRSB,02. DXC,Playground
17,8. CFA - Overarching,03. Lounge,RIO - Hackathon
17,1_PRSB,02. DXC,Ios gender semantic change / OPTIONALITY archive (Copy)
17,2_Size & Fit,02. DXC,AI Club Visual Assets
17,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Clickdummy: Returns Widgets
17,<Drafts>,,File not visible
17,TRADEBYTE,04. Zalando Partner,File not visible
17,3_D&I,02. DXC,💎 TDS: Component + Template Library
17,Partner Tech,04. Zalando Partner,Content design guidelines in PAX
17,<Drafts>,,File not visible
17,1_PRSB,02. DXC,Ios Fashion Preference OPTIONALITY
17,<Drafts>,,File not visible
17,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,[Guidelines] Components
17,Lounge B2E 🔧,03. Lounge,Chekov 2.0 Updated: 14.08.2025
17,<Drafts>,,File not visible
17,Fulfillment - Transportation,05. Fulfillment,Local Components
17,<Drafts>,,File not visible
17,Lounge B2E 🔧,03. Lounge,Chekov 2.0
17,<Drafts>,,File not visible
17,Lounge B2E 🔧,03. Lounge,Chekov Retail Events
17,3_The Studio,02. DXC,v.1 How To Guide - Specs
17,7_Developer Productivity,07. Other Units/Initiatives,[Domain] Discovery workflow
17,1_PRSB,02. DXC,Ios gender semantic change / OPTIONALITY archive
17,3_BD_Campaign design,02. DXC,Cyber 23 - Templates
18,<Drafts>,,File not visible
18,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Ad Manager | Admin functionality - Transition to AM
18,6_Zeos,06. ZEOS,File not visible
18,6_Zeos,06. ZEOS,File not visible
18,<Drafts>,,File not visible
18,<Drafts>,,File not visible
18,<Drafts>,,File not visible
18,<Drafts>,,File not visible
18,6_Zeos,06. ZEOS,File not visible
18,3_BD_Performance design,02. DXC,Cyber Week DPA 2025
18,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Top Articles Widget
18,Partner Tech_z - Retail Operations (reference),04. Zalando Partner,RDS UI Kit Component Library
18,5. Convert,03. Lounge,Preliminary orders after payment
18,<Drafts>,,File not visible
18,3_BD_Campaign design,02. DXC,File not visible
18,<Drafts>,,File not visible
18,<Drafts>,,File not visible
18,Partner Tech_z - Retail Operations (reference),04. Zalando Partner,ROX Ways of Figma
18,<Drafts>,,File not visible
18,<Drafts>,,File not visible
18,6_Zeos,06. ZEOS,File not visible
18,Partner Tech,04. Zalando Partner,Zalando Partner Login page (#Okta #CPIAM)
18,3. Discover,03. Lounge,File not visible
18,<Drafts>,,File not visible
18,<Drafts>,,File not visible
18,3_Sustainability,02. DXC,SC M1 – Vision Prototype Workshop
18,<Drafts>,,File not visible
18,3_BD_Campaign design,02. DXC,Pre-Comms Standalone newsletter
18,<Drafts>,,File not visible
18,2_Size & Fit,02. DXC,Brand refresh - font pairing for Size & Fit
18,<Drafts>,,File not visible
18,<Drafts>,,File not visible
18,<Drafts>,,File not visible
18,1_Payments Solutions (ZPS),02. DXC,"PayLater MIT & PSD2 — Design Playground, 2019"
18,1_PRSB,02. DXC,Modules (Legos)
18,3_ZDS,02. DXC,Explorations: Accessibility Web Portal (A11y))
18,3_The Studio,02. DXC,File not visible
19,3_ZDS,02. DXC,Exploration: Subscription Icons
19,6_Zeos,06. ZEOS,Long term Reporting: Internal Design Critique
19,<Drafts>,,File not visible
19,Team not visible,,Zalando Ways of Figma - Playbook Library (Beta)
19,1_CXP_All,02. DXC,Collection Card
19,<Drafts>,,File not visible
19,6_Zeos,06. ZEOS,File not visible
19,<Drafts>,,File not visible
19,3_The Studio,02. DXC,Sketch sessions
19,6_Zeos,06. ZEOS,Reporting design Review 2
19,2. Activate,03. Lounge,Consistent Forward Button
19,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,Country expansion & ZMS promotion widgets
19,<Drafts>,,File not visible
19,<Drafts>,,File not visible
19,<Drafts>,,File not visible
19,<Drafts>,,File not visible
19,<Drafts>,,File not visible
19,<Drafts>,,File not visible
19,6_Zeos,06. ZEOS,File not visible
19,3_BD_Campaign design,02. DXC,MSS AW25 - PA-GUIDE
19,Partner Communications,04. Zalando Partner,New Illustration Guidelines: Exploration
19,<Drafts>,,File not visible
19,<Drafts>,,File not visible
19,<Drafts>,,File not visible
19,<Drafts>,,File not visible
19,<Drafts>,,File not visible
19,Partner Tech - Assortment & Inbound,04. Zalando Partner,Lounge Integration into PRISM
20,<Drafts>,,File not visible
20,<Drafts>,,File not visible
20,ZDS theme libraries (TEST),02. DXC,Test Themes - Design club 31 aug
20,<Drafts>,,File not visible
20,Partner Tech - Articles,04. Zalando Partner,Pricing - Price Validation Threshold - Consultation Hour
20,3_The Studio,02. DXC,File not visible
20,<Drafts>,,File not visible
20,<Drafts>,,File not visible
20,8_Style Advice - Zalon,Workspace not visible,[Zalon Archive] Stylist Side - Fee Alerts for Stylists
20,<Drafts>,,File not visible
20,<Drafts>,,File not visible
20,Fulfillment – WMS,05. Fulfillment,Warehouse Working Hours
20,Fulfillment - CuCa,05. Fulfillment,Customer Care Examples
20,4. Decide,03. Lounge,Storytelling theme
20,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,CXM zDirect
20,<Drafts>,,File not visible
20,Partner Tech_z - Retail Operations (reference),04. Zalando Partner,Dashboard Playground
20,<Drafts>,,File not visible
20,<Drafts>,,File not visible
20,Team not visible,,File not visible
20,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,Bulk Invoice Download - working file
20,Partner Tech_z - Connected Retail (reference),04. Zalando Partner,CR_Website_Marketing
20,8. CFA - Overarching,03. Lounge,Stresstesting
20,7_ZMS Creative,02. DXC,File not visible
20,7_ZMS Creative,02. DXC,File not visible
20,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,🍱 UIKit/Components (MOPS) (Archived)
20,<Drafts>,,File not visible
20,2_Plus Membership (Phasing out),02. DXC,Landing Page
20,<Drafts>,,File not visible
20,<Drafts>,,File not visible
20,<Drafts>,,File not visible
20,Fulfillment – WMS,05. Fulfillment,Pack
20,1_Transactions,02. DXC,DGC Checkout Friction reduction
20,ZDS theme libraries (TEST),02. DXC,🚀[BETA] ZDS library + tokens
21,<Drafts>,,File not visible
21,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Return to Merchant (RtM)
21,<Drafts>,,File not visible
21,Partner Tech - Articles,04. Zalando Partner,Article Listing - Pagination (Concept Design)
21,1_Payments Solutions (ZPS),02. DXC,"Buy Now Pay Later — User Test (Poland) Findings & Next Steps, 02.2022"
21,Partner Tech - Articles,04. Zalando Partner,-> Attribute updates M2 - All atrributes - ACU
21,8_Style Advice - Zalon,Workspace not visible,[Zalon Archive] Stylist Side - Free Text - NPS
21,7_ZMS Creative,02. DXC,File not visible
21,1_CXP_Outfits,02. DXC,AFC Outfit Card - AFC Outfit Card
21,<Drafts>,,File not visible
21,<Drafts>,,File not visible
21,ZMS PI&D Team,04. Zalando Partner,Campaign Objectives & Bidding Strategy
21,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,April 2021 - zSheet Affordance testing
21,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,Articles - Assortment Internationalisation - Exploration
21,<Drafts>,,File not visible
21,<Drafts>,,File not visible
21,7_Developer Productivity,07. Other Units/Initiatives,Cyber week 2021 start page
21,<Drafts>,,File not visible
21,3_ZDS,02. DXC,Exploration: Tooltips
21,3_Statement Release - M2,02. DXC,File not visible
21,<Drafts>,,File not visible
21,"Partner Tech - Partner Offers, Orders, Logistics, Analytics & Steering",04. Zalando Partner,Partner Insights Assistant (formerly zDirect Coach)
21,7. LUX,03. Lounge,Carousels - Refresh 2025
21,<Drafts>,,File not visible
21,<Drafts>,,File not visible
21,<Drafts>,,File not visible
21,<Drafts>,,File not visible
21,3. Discover,03. Lounge,TP4U 2024 Experiments
21,Collabary,04. Zalando Partner,OUTFITS
21,4. Decide,03. Lounge,Size Bracketing (RIO)
22,<Drafts>,,File not visible
22,1_PRSB,02. DXC,Character count for copy
22,Partner Tech - Assortment & Inbound,04. Zalando Partner,General Product Safety Regulations (GPSR)
22,Fulfillment - FFC,05. Fulfillment,VN Fulfillment Center Backlog Adjustment
22,<Drafts>,,File not visible
22,3_Sustainability,02. DXC,Mentorship Program 2025_Visual Identity
22,4. Decide,03. Lounge,Confident Decision Making Concept testing
22,<Drafts>,,File not visible
22,<Drafts>,,File not visible
22,7_Developer Productivity,07. Other Units/Initiatives,Pipeline View IBM
22,3_ZDS,02. DXC,Brand System — Benchmarking
22,3_BD_Campaign design,02. DXC,Beauty_MicroSite_Feedback
22,<Drafts>,,File not visible
22,<Drafts>,,File not visible
22,ZMS PI&D Team,04. Zalando Partner,Ad Manager content iterations
22,6_Zeos,06. ZEOS,Inbound on ZEOS One portal - design review
22,2_Plus Membership (Phasing out),02. DXC,Plus Figma Template
22,<Drafts>,,File not visible
22,<Drafts>,,File not visible
22,<Drafts>,,File not visible
22,<Drafts>,,File not visible
23,<Drafts>,,Outfit cards ZDS starter file
23,7_Developer Productivity,07. Other Units/Initiatives,Navigation
23,<Drafts>,,File not visible
23,2. Activate,03. Lounge,New in on My Lounge
23,5. Convert,03. Lounge,Improved Delivery CX
23,<Drafts>,,File not visible
23,1_CXP_Outfits,02. DXC,Archive - Creator Space
23,7_Content Solutions,07. Other Units/Initiatives,Planning Tool
23,3_The Studio,02. DXC,File not visible
23,Partner Tech_z - Zalando Direct (reference),04. Zalando Partner,ZPU Contact Forms - Specs
23,1_CXP_All,02. DXC,Thank you App Team 2020
23,<Drafts>,,File not visible
23,<Drafts>,,File not visible
23,<Drafts>,,File not visible
23,<Drafts>,,File not visible
23,<Drafts>,,File not visible
