file_name,component_count,total_instances
[ UI & UX ]  —  Tivoli Documentation & Prototypes [ARCHIVE],1,0
[ ARCHIVE ] [ UI & UX ]  —  Tivoli Documentation & Prototypes (Copy),1,0
App Fluidity,1,0
StyleIt V2,1,0
M1 MC Explorations - Payment entry point,1,0
MDS - Main Design File,1,0
EcoScore Visualizations (Paul),1,0
Shipping Notice – Customs 2.0,1,0
Shopping assistant - Discovery & Explorations,1,0
ZAL_Gift delivery+returns,1,0
0-Order Customer,1,0
Sports profile,1,0
Partner Day 2025 - Feed protos,1,0
Statement - 2024.10 October,1,0
Lokalise - User Account (Reference),1,0
Fulfilment efficiency,1,0
Sharing in Wardrobe - Solution Explorations - Archive,1,0
Design Reviews - Plus Pay-Per-Use,1,0
Statement - 2024.11 November,1,0
Mini-Cart (Web only),1,0
EcoScore pivot directions,1,0
Sharing in Wardrobe - Specs,1,0
[ ARCHIVE ] [ UI & UX ]  —  Tivoli Prototypes,1,0
Trend spotter Playground,1,0
Marketing Services | Homepage | Takeover,1,0
Accessibility: Mobile PDP Gallery,1,0
Partner Integration Menu - Homebase,1,0
Size Profile - PDP Onboarding,1,0
Sustainability Claims,1,0
Golden Standard Navigation,1,0
Plus - Lounge Loyalty Home - Explorations,1,0
Marketing Service | Inspiring Board Feed,1,0
Marketing Services | Homepage | Awareness Teaser,1,0
Product Development Branding,1,0
Luxembourg Sales Channel,1,0
Second tab explorations,1,0
"Accessibility — Payments Design, [10.2022]",1,0
Joystick • S12Y Branding,1,0
x Archive - 2021-09 - Mobile - Prototype 0.4,1,0
User Account (App) | Design Review,1,0
SC M1 – Launchstory,1,0
[The Vision 2028+] zDirect Home Dashboard,1,0
24_SummerOfSport_Explorations Playground,1,0
[M4] Modular Checkout - New customers,1,0
Sharing in Wardrobe - User Testing - CW49,1,0
Last Mile (Masterfile),1,0
MDS - Wireframes (Copy),1,0
Outfits Program - Get the look Label (App) (Copy),1,0
SCP - DS,1,0
Outfits Program - Get the look Label (App),1,0
PRSB Accessibility M2 - Work packages - Scaling To All Propositions,1,0
Complete the look,1,0
Outfit Builder Click-Prototypes,1,0
Statement - 2025.03 March,1,0
CuCa: Accessibility M2 - Scaling to Propositions,1,0
Legibility aid,1,0
PDP-Beauty-Quick-wins,1,0
CuCa - Self Help: Sprint Prototype Web & Mobile,1,0
PDP customer journey optimisation for conversion,1,0
UNPACKED NEW,1,0
Shop selector,1,0
_Archived (Team exercices overarching experience),1,0
WP 3 Entry Point Showstopper,1,0
Plus Proposition Branding - early applications,1,0
Modular PDP - Exploration,1,0
Zalando Assistant Accessibility,1,0
SAwBM Messaging Study,1,0
[ REMARKABLE RELEASE ] Mapping Inspiration Initiatives,1,0
Reco’s in the catalog,1,0
Specs - VFR x ZMS Campaign 01 + 02,1,0
Gorgeaous - Prototypes,1,0
Pillar 1 - Haptics,1,0
Brand Home Redesign,1,0
Design Playground,1,0
Beauty Samples Prototype - UX Carousel,1,0
Pillar 1 - Web - FFP2 Masks,1,0
SPACU Design,1,0
SSO M1.3,1,0
Label redesign,1,0
🚀  Update Plus assets & Use cases,1,0
Modular PDP / study,1,0
MDS - Beauty Home,1,0
wanderlust,1,0
💡[EXPERIMENTAL] - Components review,1,0
ZDS email: UI kit (Design System),1,0
Zalando_Brand Microsite,1,0
[Zalon Archive] User Side - Watchlist: Omnibus Directive for Zalon,1,0
Creative check-ins (Backup 2024-07-08),1,0
Carousels,1,0
LUX Library 3.19.1,1,0
Where is my shipment?,1,0
CuCa: Self Help - Search in Self-Help Ideation - W&M,1,0
DSA - Mapping the touchpoints and premisses,1,0
External - Installments,1,0
a/b test - Copy and Paste feature in CSP,1,0
App Category Navigation,1,0
Label: 🎨Colour Explorations & Archive,1,0
x ARCHIVE - Pricing - CSV - Design,1,0
Expansion NL_Solution Design,1,0
Design Reviews - Team 1,1,0
I/E - Aug 2025 - Pitch,1,0
[ WORKSHOP ]  —  Mapping Content to Formats (CW46),1,0
Statement - 2024.07 July,1,0
Beta - Fashion Store Sitemap App (Copy),1,0
Browse tests,1,0
Zalando_Gift Cards_v1,1,0
"Buy Now Pay Later — Design Review BNPL DE 2.0, 10.2022",1,0
Exploration: Accordion,1,0
User Account (Web),1,0
Designer - Made in,1,0
2024-07-16 export Creative check-ins [Archive],1,0
Payments: Components — Design Components,1,0
Croatia Euro Switch M2,1,0
Update Body Measurements for existing customers Initiative,1,0
ZTS - Post initial launch,1,0
Beauty user account - Baseline File,1,0
Illustration 2.0 Workshop,1,0
Team Explorations,1,0
"Pattern: Error Pages (404,500)",1,0
UAE: Email verification,1,0
"Exploration: Light, Dark, Mono mode",1,0
Reco explainability,1,0
Sustainability Loyalty Mission,1,0
Summer Of Sports,1,0
x Archive - 2021-09 - Mobile App Interviews,1,0
Sports Assistant,1,0
Content Transformation Track 2 - Explorations,1,0
Stock Management via CSV - Copy of Pricing Spec,1,0
Collection Experience - Design Playground,1,0
Exploration: SP <> ZDS,1,0
ATO_Password_Strength_and_Step-Auth_Code_Challenge,1,0
Prototype,1,0
What Should I Wear User - Test Concepts,1,0
Followership - Homebase,1,0
Design Review - Personal Collections | web,1,0
Updates & Edits: Lists,1,0
Returns Transformation - Video/Animation,1,0
Creative check-ins,1,0
Zalando_Gift Cards_v1A,1,0
Beauty - Information Architecture,1,0
MDS - Masterfile CW47 (Copy),1,0
2022 Feb - VFR Prototype,1,0
🧪 Sandbox,1,0
Your Sizes Zero Results,1,0
Adhoc - sales / loyalty / giftcards,1,0
Merchandise Playbook,1,0
"Payconiq by Bancontact — Design Playground, 03.2022",1,0
zPlus,1,0
Unavailable Products on Cart (APP),1,0
Customer Data Access,1,0
Creator Space Expansion Playground,1,0
Outfits 404 Error,1,0
Landscape Mode (apps) Exploration,1,0
Lounge Cross-platform Comms,1,0
Wardrobe - Specs,1,0
Workshop - Product Strategy Consolidation,1,0
Leads Workshop - Product Strategy Consolidation,1,0
Workshop - Product Strategy Consolidation (Copy),1,0
Body Measurement CX Update - Runway Project,1,0
Content Shoppability Principles,1,0
"Presentation Examples: Accessibility (a11y, ZDS)",1,0
Sustainability Program,1,0
Market Steering CX design,1,0
Weave Release - App Design Prototype,1,0
[Zalon Archive] User Side - Personal Shopping_Solution Design Feedback,1,0
WORKING FILE - Statement PDP Revamp,1,0
KPI comparison charts & UX enhancements,1,0
Brand Homes CMS: TDE (Tailored Designer Experience),1,0
[Zalon Archive] User Side - Zalon-WS2 / Style Advice - Outfit Preview: Design Review,1,0
Value Add - DGC flows,1,0
Transport Graveyard 2,1,0
Logos S12Y criteira - exploration,1,0
Project Omnibus - Price increase mode,1,0
FDBE Prototypes 2021,1,0
"Buy Now Pay Later — SEPA Direct Debit DE, 11.2021",1,0
🎨 Home Feed ('25) Post-Cyber explorations,1,0
Statement - 2024.06 June,1,0
Post-Purchase Accessibility Specs,1,0
2021 Nov - VFR Prototype (test version),1,0
Brand Home Tooling - RCCT,1,0
WEB Return Success Screens [ARCHIVE],1,0
December,1,0
Message ecosystem mapping,1,0
Zalando Courier,1,0
Exploration theming - Component level,1,0
Cyber 24 - Templates,1,0
Creator Expansion M1,1,0
OnePortal M2 - Menu and navigation UI,1,0
System Permissions Design Pattern,1,0
PRSB Sitemap,1,0
SP - List headers / Section headers,1,0
Research Prototype_CW12-13,1,0
Feedback module,1,0
UI loading behaviour,1,0
Short Term - ConvComms,1,0
[deprecated] Pillar 1 Lobby,1,0
"Buy Now Pay Later — Customer Journey Map, 02.2022",1,0
[OLD] Causes Exploration,1,0
White-labelling TNPL,1,0
Store remodeling,1,0
ZMS Ad formats library [live],1,0
Gift card B2C // Design Development,1,0
DSA Dark Patterns: Guidelines,1,0
What Should I Wear - Design Explorations,1,0
Creator Space - Concept Test,1,0
CuCa: Self Help - Payments Reminder: Delivery,1,0
Dark Mode Toggle | Accessibility M2,1,0
Assets,1,0
Customer Journey - Outfits Program,1,0
Wardrobe (post-weave)+ Contributors,1,0
Presentation Purposes,1,0
Test migration,1,0
[Zalon Archive] Style Coaching - Style Coaching 1:1 Concept,1,0
Offer Selection - New default,1,0
Early Access M2: Solution Design,1,0
GP - Measurements,1,0
Community Branding – Lucas Explorations,1,0
Catalog design sprint,1,0
Targeted Coupons M1 Design Review 18/11/2021,1,0
Beauty & care icons,1,0
Plus Rebranding M1,1,0
Nudges: Design Guidelines and Principles,1,0
Specs Design Template (User Account Example),1,0
MDS - Mockups,1,0
CXP Sitemap,1,0
App Download Banner M1,1,0
Mix&Match - Research Prototypes,1,0
Leading with the right answer - Results Communication,1,0
Flag playground,1,0
Design Review Template  [Drag & Drop it to your space],1,0
Returns Insights,1,0
Designer | 6.09.2022 A&A Review,1,0
Action Sheet exploration,1,0
CX Vision features,1,0
Content design critique examples,1,0
Plus Monthly Highlights Newsletter,1,0
Local - Workshop Playground,1,0
eMail - Welcome label,1,0
Wanderlust Story Mapping,1,0
Subscription Management for Beauty,1,0
F&FM M2 Sweden,1,0
Improve Picture Quality,1,0
Size Advice - Identity,1,0
Exploration: Sizing Icons,1,0
Beauty Profile - Baseline File,1,0
"Buy Now Pay Later — Prototype DE|BE|CH, 09.2021",1,0
ASO Q2 2025: Landscape Layout Exploration,1,0
Statement - 2024.05 May,1,0
Proposed designs,1,0
redeZIGN + EON,1,0
Bring live campaigns before registration,1,0
"Unmoderated interview, May 22 - Prototype",1,0
Orders - App WebViews,1,0
June,1,0
Grace Period: Targeting customers on alternative channels,1,0
Followership Wanderlust,1,0
Redezign customer journey,1,0
Web Form - Digital Legal Statement Form,1,0
Membership Platform Specs,1,0
Statement - 2024.08 August,1,0
Showstoppers_ColourExploration,1,0
[Working file] CXP AI Workshop,1,0
October,1,0
StyleIt V2 I/E Review,1,0
SC M1 – 1. Design sprint – Prototype,1,0
Opportunities workshop 2023 - Experience walkthrough,1,0
Optimized Onboarding flow for Meta Shop Ads,1,0
S&F Runway project: Size Guide is no longer a Generic Table,1,0
Statement - 2024.03 March,1,0
QPE - Design Check-In,1,0
Newsletter_explorations,1,0
Plus Identity — Milestones & Presentations,1,0
NACO ALL,1,0
frog_Zalando_sitemap,1,0
April 2025,1,0
UAE: SSO (Sign-in & Registration),1,0
Instalments- Entry point brainstorming space,1,0
DPS product card gallery,1,0
June 2025,1,0
ASO Screen Holiday,1,0
Design Jam 24,1,0
Exploration: Flags,1,0
The Remarkable Inspiration Kick-off Workshop,1,0
Order List and Details,1,0
Design Pit,1,0
Backup,1,0
[Accessibility] PDP Experiment Specs,1,0
Pizza Box Short Term Vision,1,0
Zalando/Rina Sawayama,1,0
Plus TDE,1,0
Carrier Visibility,1,0
"Plus membership in Belgium— Design Playground, [04.2023]",1,0
Grid experimentation,1,0
Platform Experience,1,0
Shareable Gift Cards / Ongoing project (archive),1,0
Wanderlust - Customer Journeys Sketch,1,0
WP 2 Release Page,1,0
January 2026,1,0
"Checkout x Payment Decoupling — Design Playground, [08.2022]",1,0
Returns Partner Items [ARCHIVE],1,0
Explorations: Style Profile - Brand Filter Accessibility,1,0
December 2025,1,0
Exploration Android Navigation Bar,1,0
[Prototype] Google UGC Test,1,0
Focus Outline,1,0
Preference Center App,1,0
FDBE Desktop Prototype,1,0
BIZUM,1,0
Statement - 2025.11 November,1,0
[ CO-IDEATION ] Tivoli Moments,1,0
MDS - Lounge review,1,0
ZDS starter file: patterns,1,0
A/B test - Pricing explanations,1,0
Standard Delivery Pre-selection,1,0
Livestream EU Copy,1,0
Search Experience,1,0
Zalando Live Design Review 18.05.2022,1,0
Cart & Checkout,1,0
Return period reduction,1,0
Advent Calendar,1,0
"[Accessibility] Digital Purchase Journey - Header, Top nav, Footer",1,0
ZMS | Landing Page Tiles Library - Brand refreshed,1,0
V1 - Self Wrapping Kits - clickable prototype,1,0
Brand Home QA Interface,1,0
Style Profile Copy Explorations,1,0
FR - no PPU,1,0
Curated Gift Shopping at Scale,1,0
MDS - Beauty extract,1,0
v3 & v4 Catalog Showstopper (not tested),1,0
"WebSDK — Design Playground, 2022-23",1,0
Early Access M2: Handover,1,0
Ongoing Activities: Plus Newsletter / Giveaways,1,0
User Testing: In-App Message (IAM),1,0
Statement - 2024.01 January,1,0
WP 1 Shorts,1,0
Zalando Assistant - Brand Refresh,1,0
Brand name changes in app,1,0
Mid-funnel Inspiration and advice,1,0
S12Y Accordion,1,0
Discovery - PISA - Product Information for Self-Assessment,1,0
September 2025,1,0
TDE Adjacency - Partner Interviews,1,0
[Future zDirect Home Landingpage] Discovery: Concept work,1,0
Propositions Sitemap,1,0
Component Exploration: Buttons,1,0
Pillar 4 Touchpoints,1,0
Pricing - Fair Black Price Enforcements,1,0
TDE Storytelling explorations (Collections),1,0
[Zalon Archive] User Side - WS2 - Outfit Preview - Assessing Opportunities from User Research,1,0
Go to Market Solution (Chekov) - Development,1,0
Community Branding – Master Workfile,1,0
OnePortal - Visual exploration,1,0
Premium M1,1,0
CX comparison Lounge vs FS,1,0
ZMS Figma/Jam WoW toolkit,1,0
Components States Audit,1,0
Missions,1,0
Statement - 2025.09 September,1,0
DUPLICATE - Zalando: World of Running,1,0
November 2025,1,0
POR 3.1.0,1,0
Tooling - Video Stories,1,0
Scalable CMS Design Exploration File,1,0
Avatar Design + Personalisation - Prototype User Test 2,1,0
The Label: Typography System,1,0
Clickable Prototype - Native App,1,0
Different size reco - Same article,1,0
ZMS | Homepage | Concept Advertisement,1,0
Plus free delivery,1,0
Statement - 2024.04 April,1,0
Zalando Year in Review (external),1,0
Streetwear Discoverability - Prototypes,1,0
ZMS | Unified Reporting | MVP,1,0
[ARCHIVED] ILR Replenishment Recommendations,1,0
"Archive —  Instalments, 02.2022",1,0
Exploration: Focus State,1,0
ZMS SPONSORED FRANCHISES,1,0
Modest wear prototype,1,0
Marketing Services | Landing page Tiles library,1,0
The Statement Theming - Specs,1,0
2022 May - VFR x ZMS Explorations,1,0
Track your return - snippet,1,0
Visiontype 2022,1,0
July,1,0
Size guide,1,0
x ARCHIVE Pricing - Price Validation - Price Update Overview Q1-Q2/2024,1,0
Exploration: Footer,1,0
Design Review BNPL DE 2.0-10112021,1,0
Beauty Promotional Comms,1,0
MDS - Designer review,1,0
[A11y] Notifications (Timed),1,0
October 2025,1,0
Zalando Partner Direct - naming,1,0
"WP 13 Profiles, Outfits & AFC",1,0
Explorations - Logo Workshop,1,0
Diversifying Campaign Discovery: Showstopper,1,0
Brand System — Board Meeting Visual Directions,1,0
Beauty Samples Design Review 230221,1,0
Device enrollment and management,1,0
case studies,1,0
Specs - Popular Collections Carousel,1,0
GooglePlay,1,0
Design exploration,1,0
Filter animations for Maep,1,0
Outfit View Label,1,0
Sephora Brand Adjacency - Baseline File,1,0
Sephora Copy & Localisation - Baseline File,1,0
Product Cards Dark Mode & Dynamic Font,1,0
September,1,0
TDE - GMCC Workshop,1,0
Directory 2026 - Discussion,1,0
ZMS Landing page structure working file,1,0
Retention & Engagement Workshop,1,0
Temporary Themed Home Entry points,1,0
Copy and localisation management with Figma variables - Fulfillment PD Quarterly Q1,1,0
TDE - Partner Interviews,1,0
March 2025,1,0
February 2025,1,0
ZMS | Budget Recommendations | v1.0,1,0
Corporate Comms_Design_Toolkit Development,1,0
Exploration: Radio Buttons,1,0
CW41 - Personal collections - Evaluation proto App,1,0
Exploration: Slideshow,1,0
Csat,1,0
Catalogue Showstopper [StatusQuo 2024Q2],1,0
"[Archive] Buy Now Pay Later — FR & DE, 03.2021",1,0
"Module-powered CX, Main",1,0
Nike Membership & Plus Early Access Flow / Nike touchpoints on Zalando,1,0
Plus x Cyber Week 2023,1,0
Beauty – Skin diagnostics,1,0
The Corner Streetwear - Presentations,1,0
S&F Visual Treatment Deep Dive,1,0
[Experiment] Card style payment method options - Design Playground,1,0
ZDS illustration,1,0
MSS SS22 - ASO (App + Play Store) - Localisations,1,0
2025.11 M2 Statement Listicle: What Do I Wear,1,0
Brand Home - Video Stories,1,0
Pillar 1 x Wardrobe - Repurchase messaging,1,0
Yard & Dock Graveyard,1,0
Sales teaser - Explorations,1,0
7_Catalog,1,0
Luxembourg Growth Opportunity,1,0
Mix&Match - Internal tool,1,0
GPSR,1,0
Pricing - Price Validation - Price Update Overview,1,0
Boards | Building Community Brief V2,1,0
New incentives banner designs,1,0
Understanding the build,1,0
Category vs Search,1,0
Brand Hub final delivery,1,0
Co-branding_Brand Refresh_Sprint_Sept2024,1,0
Statement Release - Alignment Canvas (Copy),1,0
Beauty Profile - Design critique,1,0
Outfit View Label (App),1,0
*POR Branch 28.01.25*,1,0
App Order History [DRAFT],1,0
Plus Main Screens,1,0
Transactional Emails,1,0
Transactional Emails (Copy),1,0
Pillar 1 - Incentive Banner,1,0
Pre-owned x Designer [Figjam],1,0
WoW factor! Product Highlights,1,0
Sephora Brands at Zalando,1,0
Your sizes 4.0 Interview prototypes,1,0
Joystick • Qual prototype,1,0
Beauty Replenishment - Relaunch 2023,1,0
2022 Feb - Avatar Explorations,1,0
[Zalon Archive] Style Coaching - Style Advice Content,1,0
Designer CX_M3,1,0
MyLounge Overhaul - Concept Explorations,1,0
DBF,1,0
Statement - 2025.12 December,1,0
Marketing Service | Homepage | Collection Teaser,1,0
Creator & Brand exploration concepts,1,0
Next releases,1,0
🖍Explorations M2,1,0
Wanderlust - Initiatives Mapping,1,0
Red Thread Toolkit,1,0
Adaptive M1.2 Launch Story,1,0
Decoupling Style Profile,1,0
Eprivacy consent for Label experience,1,0
Content Design Toolkit,1,0
Workshop DACH Leads - Brand Campaigns Onsite Visibility,1,0
Home pickup return flow Migration Q2 2023,1,0
PDP Structure [Exploration],1,0
CG & OrgStructure,1,0
Typography Workshop Assets,1,0
Offer Selection Design Review 070521,1,0
Offer Selection Design Review 070521 (Copy),1,0
Sponsored Collections,1,0
Quality assurance and updates,1,0
Visual Fitting Prototype V2,1,0
Accessibility project User Account - Ref Store,1,0
Discovery: Fragrance,1,0
Refresh_GC_D2C assets,1,0
Core values concepts,1,0
Specs - VFR internal beta,1,0
Focus Color Contrast (Archived),1,0
Boards | Building Community Brief,1,0
Project Knight (Nike),1,0
Figma Level-up training,1,0
Sprint 2 Prototype,1,0
Specs - VFR x ZMS Campaign 03,1,0
Statement - 2024.02 February,1,0
Holiday 23 - ASO 1st Screen (App + PlayStore),1,0
Template - ASO 1st Screen (App + PlayStore),1,0
EOSS - ASO 1st Screen (App + PlayStore),1,0
Cyber 23 - ASO Screens (App + PlayStore),1,0
BM Visual Assets for Communication (Copy),1,0
Partner Support and Education System M1: Basic linking to ZPU articles,1,0
PL Top Model 25_Spatial & Set_Explorations,1,0
NCR - Communication Tiles M1,1,0
Visual Design Refinements (Copy),1,0
Cyber week 2021,1,0
Dynamic Page System M2,1,0
Redesign Sprint week 2,1,0
Workflows,1,0
SC M1 – 2. Design sprint – Prototype,1,0
CuCa: Self Help - Contact Channel Steering [Need More Help] - Prototype - W&M,1,0
P&P Strategy,1,0
Content Tiles – App,1,0
Statement - 2025.06 June,1,0
B2C Toolkits,1,0
SC M1 – Vision prototpye,1,0
M4 Lounge EA,1,0
5_Fit feedback / From your orders,1,0
Autobahn Proposal | Catalog Grid Size (Copy),1,0
Zalando BNPL x TWINT [External],1,0
Compass | Roadmap Deliverables,1,0
Experience Vision - training,1,0
NCR - Communication Tile Library Extention,1,0
Clarification - PL adoption,1,0
DX-Sust: Design guidelines,1,0
Brand Followership Pillar 3 ideation,1,0
DSA Launch Story,1,0
CW36 - Personal collections - Evaluation proto Web,1,0
November,1,0
BM-Tablet - Draft,1,0
Streetwear explorations,1,0
Body Measurement Core-Tablet,1,0
SSO M3,1,0
Video Stream PoC - Specs,1,0
Annual Press Conference (APC),1,0
Annual Press Conference (APC) (Copy),1,0
💡 Unified ZDS asset library,1,0
(Brand) Writing style guide,1,0
Cart explorations - Totals Sections,1,0
x Archive - 2021-04 - MOBILE Brainstorming,1,0
Cyber21_ASO Google Play/Apple Store,1,0
Design Materials For Partner Video,1,0
Omnibus PL - Seller info on PDP,1,0
Size Guide A/B Test,1,0
Sephora CRM Co-branded Targeting - Baseline File,1,0
NCR - Nav Bar Flyout,1,0
2025_Q1_Seasonal Campaign_Template Tweak,1,0
Calendar Design File,1,0
Privacy Portal APP,1,0
Brand Diversity,1,0
"PayPal Billing Agreement — Design Review, 09.2022",1,0
Sitemap backup,1,0
iFrame Testing,1,0
Sufficient Contrast & Rich Media,1,0
Reco Carousel in Empty Cart,1,0
ZMS Future of Sponsored Experiences in Fashion Store,1,0
Plus assets inventory,1,0
Landing Page Wireframe,1,0
[ DEFINITION ]  —  Early directions (September),1,0
French Anti Waste Law (FRAWL) Launch story,1,0
Payments Label,1,0
External Payments - Journeys & Prototypes,1,0
Pre-owned Themed Home,1,0
Exploration: Icons,1,0
Statement - 2025.08 August,1,0
[Zalon Archive] User Side - Style Advice_MRP Sprint,1,0
Cyber Week 2020 - Prototype,1,0
"WebSDK — Design Playground, 2021",1,0
In-app tooling,1,0
ZDS Portal Branding,1,0
Highlighted Savings 2023,1,0
Ads landing Page,1,0
Statement - 2025.08 August (Copy),1,0
Your Sizes Recommended,1,0
Platform Journeys to Lounge press release,1,0
January,1,0
Designer22_LandingPage_Wireframes_Flight_1,1,0
2025.10 PERFECT X: Pyjama & Winter Shoes,1,0
Size Onboarding and Size Guide M1,1,0
[Accessibility] Spec Template - Working File,1,0
Delivery Tracking Integration,1,0
Blog Covers,1,0
Label: Colour Snapping v3,1,0
ZDS Library: Designer theme Tiles,1,0
Shift Nudge - Training,1,0
Directory Prototype,1,0
Early Access data map,1,0
Collection Type,1,0
CuCa Forms,1,0
Early Access 1.2,1,0
Shared File September Launch,1,0
WP 17 Talent Profile,1,0
Wardrobe Q4 2021 and beyond,1,0
PDP_Stakeholder_map,1,0
Saige,1,0
"Buy Now Pay Later (Invoice 1.0) — NL, 03.2023",1,0
Unified Reporting [Archive],1,0
CXP Content Tiles,1,0
01_OnePortal M1 - Unified header,1,0
Luxury Beauty,1,0
Launch stories - Style Profile,1,0
Title Translation Version 2,1,0
Local - Flow One Playground,1,0
Your Sizes Multi Assortment,1,0
Brand Hub,1,0
Chatbot M1 - Delivery,1,0
Brand Bio (Feb-23),1,0
Loading States - Payment SDK,1,0
Beauty Merchandise Playbook - Dokumentation,1,0
Prototype testing,1,0
Occasion Shopping Home,1,0
BM Revisions,1,0
CW Playbook,1,0
[Prototype] Translations,1,0
BM Core CX Quick Improvement ideas,1,0
Get inspired - AB tests,1,0
Chekov 1.0,1,0
WP 14 Stories & Live Hub pages,1,0
Early access journey for hyped collections,1,0
"Design Check-in, May 22",1,0
DSA Design Sprint,1,0
Payments: Payment Logos — Design Components,1,0
August,1,0
May Drops,1,0
Tweaks after refinement sessions,1,0
Feature Update Screen,1,0
Prominent Delivery Promise on PDP Experiment,1,0
Icon Comparison RDS-ZDirect-ZDS,1,0
Brand Assets (to be shared),1,0
ASO Q2 2025 Product Update Exploration,1,0
🍓 Super Next Library,1,0
Android Nav,1,0
Sneaker Release Calendar,1,0
"MobileSDK — Archives, 09.2020",1,0
Design Check-in - Zalando Live,1,0
Plus Cyberweek Journeys 2020,1,0
A/B Test Variants: Your sizes,1,0
Based on your recent views,1,0
Onboarding deck material,1,0
Supporting materials,1,0
TB.UI Design System Audit,1,0
Pitch screens - Early Access Journey,1,0
Mockups,1,0
VMI 2.0,1,0
Illustrations Audit,1,0
WIP Account redesign,1,0
Livestreaming CX,1,0
[Deprecated] Library - General 1.65.0,1,0
Brand Home Voices Beta Feedback,1,0
Landing page for data acquisition,1,0
Brand Follow,1,0
Icon mapping from Zalando Direct to ZDS,1,0
Notification Overlay,1,0
Plus flags Branch by Mena,1,0
SPA Campaigns | Global budget,1,0
ZEOS brand x Zalando Partner // Brand and portal interplay,1,0
BACKUP 02.03.23 Library - General 1.60.0,1,0
Size Advice Scenarios,1,0
Tooling,1,0
EXPLORATION LUX Library 2.0.0,1,0
[outdated] Pillar 1 Newsletter,1,0
CuCa - CSAT Revision - Prototype - [2024-Q3] - Mobile & Web,1,0
Annotation Tool,1,0
ZA Annotation Tool UI/UX,1,0
Color application logic [customer journey],1,0
Trade-in explorations,1,0
FDBE 2.0,1,0
Wanderlust_workshop_topics&content,1,0
GRAVEYARD: Illustration,1,0
Illustration kit (Copy),1,0
WP 5 Entry Point Carousels,1,0
Adaptive M1.2 | Prototype,1,0
2024.05 Zalando Live Design Explorations,1,0
[Draft] PDP Sitemap,1,0
Fluidity prototypes,1,0
Navigation concepts,1,0
[Zalon Archive] User Side - Zalon Sunset,1,0
About-sust,1,0
Zalando Bespoke Type — Presentations,1,0
Exploration: Icon Buttons,1,0
[PAX Library] Icons,1,0
Plus launch Lounge email,1,0
CustomerConnect Journey (Copy),1,0
Gen AI content Vision,1,0
Image display - A/B testing,1,0
Care & Repair_Pilot_Redesign,1,0
Versace,1,0
Exploration: Text Fields,1,0
Customer Lifetime Management - Plus Placements,1,0
zLife Template,1,0
Top Level Navigation | Launch story,1,0
Search Experience 2021,1,0
DAEP Apps Brand Refresh 4,1,0
Pre-Owned exploratory research,1,0
CUCA - Accessibility M1 Web - Digital Purchase Journey,1,0
Exploration: Layout components,1,0
Altitude - GD,1,0
ZDS - Interactive states,1,0
Specs,1,0
🚀 Add header,1,0
Reviews - Vision storyboard,1,0
Discovery/Define Phase,1,0
Beauty Advice | Launch story,1,0
Vision - First 14 days post-registration New user,1,0
Digital Gift Card Accessibility Specs,1,0
Launch Story - Plus Pay Per Use,1,0
[ARCHIVE] Workfile -  CR App -  Open Orders,1,0
Wardrobe Baseline,1,0
search bar in search results catalog - apps,1,0
Market Steering Problem Definition,1,0
PUP Uplift Brand Refresh,1,0
Training,1,0
SC Icons workshop,1,0
Creator Space Label (App),1,0
Generative Backgrounds,1,0
Exploration: Notifications,1,0
Accessibility: Core Concepts,1,0
WP 11 - Homes,1,0
FDBE - UT prototype,1,0
Sub-level navigation in User Account (mWeb),1,0
Nudge/Cabinet/Refill - Prototypes,1,0
Inactive Customer Account Deletion,1,0
Version Gate Design,1,0
DSA Dark Patterns: Medium Risk Mockups,1,0
[Future zDirect Home Dashboard] Discovery: Workshops & alignments,1,0
Cart Redesign,1,0
The Corner_Design sprint_1st release_2025,1,0
Dark Mode Exploration,1,0
[Accessibility] Annotation Template - screen reader,1,0
24_Spring_LandingPages_Wireframes,1,0
WANDERLUST_Workshop,1,0
Beauty,1,0
SC M1 – Video prototype,1,0
Nordics Split (Copy),1,0
Nordics Split,1,0
Pickup Points Pricing,1,0
Thiago_Testing,1,0
[EU] Streaming Experience,1,0
Followership Prototype,1,0
PDP Sitemap,1,0
PBA update – Jan 2024,1,0
Product Integrations,1,0
FS > Welcome email,1,0
User Test Prototype - Unified Documentation,1,0
CD | PDP CX Vision,1,0
SC M1 – Post 2nd Sprint Ideation,1,0
Beauty Samples Design Review 07052021,1,0
2022 Sep - Design Check-in  - Virtual Fitting Room future journeys,1,0
"Solvency Check Flow — Design Playground, 01.2021",1,0
Generic Card,1,0
Designer CX_M2 Prototypes Beauty,1,0
Plus Exclusive Offers M1,1,0
Category Widgets on Home,1,0
Change Log / Strategies,1,0
Get the look Label,1,0
Player V2 - customizations,1,0
BNPL Workshop,1,0
Trend Spotter Cyber Week,1,0
Visual Network UI Improvements,1,0
WS3 Collab & Drops Workshop,1,0
App Statement Spring Summer 2024,1,0
DMC all hands,1,0
BNPL Emails Empathy Workshop,1,0
ZMS Landing page modules,1,0
Scale Self Service | Sponsored Collections,1,0
Closet Care,1,0
OCC Templates,1,0
WP 10 - Feed [sunseting],1,0
Articles - Techless Integration - Exploration,1,0
[Current solution] zDirect / Home Dashboard,1,0
Altitude - GD (Cleaned 22 Feb),1,0
Checkout Shaker re-skinning,1,0
(Archived) In-app tooling explorations,1,0
Flexi price,1,0
TB.360 - Pebbles,1,0
